region,lon,lat,e,d,date,road_type,accident_type,collision_type,severity,weather,vehicle_type,car_brand,age
Olomouc,17.17777204468992,49.546531457029836,-1126176,-552954,26.07.2023,Third Class Road,Moving Vehicle Collision,From Side (T-bone),Fatal,Good,Car,ŠKODA,32
Olomouc,17.264454362965836,49.49401046748984,-1132612,-547290,28.07.2023,Second Class Road,Moving Vehicle Collision,Frontal,Slight,Rain,Car,RENAULT,20
Olomouc,17.249903846616782,49.58132542310921,-1122845,-547377,29.07.2023,First Class Road,Moving Vehicle Collision,Rear,Slight,Good,Car,ŠKODA,73
Olomouc,17.21366828854096,49.66299741975904,-1113547,-549080,01.08.2023,Second Class Road,Moving Vehicle Collision,Frontal,Slight,Rain,Car,ŠKODA,29
Olomouc,17.21366828854096,49.66299741975904,-1113547,-549080,01.08.2023,Second Class Road,Moving Vehicle Collision,Frontal,Slight,Rain,Car,ŠKODA,70
Olomouc,17.289837918304215,49.6158621405054,-1119308,-544125,02.08.2023,First Class Road,Moving Vehicle Collision,Rear,Slight,Good,Car,TOYOTA,67
Olomouc,17.328492553973962,49.65108644308594,-1115684,-540961,28.07.2023,Third Class Road,Moving Vehicle Collision,Rear,Slight,Good,Car,OPEL,36
Olomouc,17.1034617336884,49.660227191070845,-1113056,-557027,10.08.2023,Highway,Moving Vehicle Collision,From Side (T-bone),Slight,Good,Motorcycle,SUZUKI,55
Olomouc,17.230652860501806,49.57201733432842,-1123737,-548865,12.08.2023,Local Road,Moving Vehicle Collision,Frontal,Slight,Good,Car,ŠKODA,31
Olomouc,17.256808702719663,49.58115765940564,-1122913,-546882,14.08.2023,First Class Road,Moving Vehicle Collision,Side (Lateral),Slight,Good,Car,ŠKODA,35
Olomouc,17.249475883539755,49.58130675965143,-1122844,-547408,15.08.2023,First Class Road,Moving Vehicle Collision,Rear,Slight,Good,Car,ŠKODA,52
Olomouc,17.2902245775929,49.58667480883809,-1122541,-544417,17.08.2023,First Class Road,Moving Vehicle Collision,Frontal,Slight,Good,Car,ŠKODA,48
Olomouc,17.23186344274877,49.67042115639663,-1112856,-547691,21.08.2023,Third Class Road,Moving Vehicle Collision,From Side (T-bone),Slight,Good,Motorcycle,YAMAHA,30
Olomouc,17.165810011916452,49.62717366140892,-1117166,-552917,23.08.2023,Highway,Moving Vehicle Collision,Rear,Slight,Good,Car,ŠKODA,39
Olomouc,17.146298650725615,49.77298551969177,-1100890,-552691,26.08.2023,Second Class Road,Moving Vehicle Collision,Frontal,Slight,Good,Car,ŠKODA,43
Olomouc,17.146298650725615,49.77298551969177,-1100890,-552691,26.08.2023,Second Class Road,Moving Vehicle Collision,Frontal,Slight,Good,Car,OPEL,45
Olomouc,17.336149433980637,49.62088289696528,-1119081,-540740,27.08.2023,Third Class Road,Moving Vehicle Collision,Rear,Slight,Good,Car,ŠKODA,34
Olomouc,17.296871339990503,49.57569046366245,-1123804,-544059,28.08.2023,First Class Road,Moving Vehicle Collision,Frontal,Slight,Good,Car,VOLKSWAGEN,32
Olomouc,17.231220007106383,49.59892838041438,-1120763,-548527,29.08.2023,First Class Road,Moving Vehicle Collision,Frontal,Slight,Light Rain,Car,ŠKODA,52
Olomouc,17.253499688201096,49.74008507112712,-1105301,-545370,03.09.2023,Local Road,Moving Vehicle Collision,Frontal,Serious,Good,Motorcycle,HONDA,20
Olomouc,17.22550910217196,49.661135975045745,-1113838,-548250,07.09.2023,Third Class Road,Moving Vehicle Collision,Frontal,Slight,Good,Car,HONDA,54
Olomouc,17.27921757600382,49.58758321518963,-1122362,-545199,11.09.2023,First Class Road,Moving Vehicle Collision,Rear,Slight,Good,Motorcycle,HONDA,49
Olomouc,17.171184052055896,49.62445234981074,-1117506,-552561,13.09.2023,Highway,Moving Vehicle Collision,Rear,Slight,Good,Motorcycle,KTM,16
Olomouc,17.240107954400216,49.59545626898565,-1121211,-547926,15.09.2023,Second Class Road,Moving Vehicle Collision,Side (Lateral),Slight,Good,Car,VOLKSWAGEN,31
Olomouc,17.494401424383167,49.567358620526,-1126114,-529930,15.09.2023,Second Class Road,Moving Vehicle Collision,Frontal,Slight,Good,Car,ŠKODA,32
Olomouc,17.095453307257657,49.75267902067609,-1102768,-556563,17.09.2023,Second Class Road,Moving Vehicle Collision,Side (Lateral),Slight,Good,Motorcycle,APRILIA,40
Olomouc,17.24470610962618,49.626955936098305,-1117758,-547248,21.09.2023,Second Class Road,Moving Vehicle Collision,Rear,Slight,Good,Car,NISSAN,75
Olomouc,17.242333673767085,49.58538045353128,-1122342,-547877,27.09.2023,Local Road,Moving Vehicle Collision,Rear,Slight,Good,Car,ALFA-ROMEO,54
Olomouc,17.26210623010307,49.54740697050674,-1126686,-546872,28.09.2023,Second Class Road,Moving Vehicle Collision,Rear,Slight,Fog,Car,ŠKODA,20
Olomouc,17.26210623010307,49.54740697050674,-1126686,-546872,28.09.2023,Second Class Road,Moving Vehicle Collision,Rear,Slight,Fog,Car,ŠKODA,47
Olomouc,17.231390092852486,49.644520005229204,-1115719,-548011,29.09.2023,Second Class Road,Moving Vehicle Collision,Side (Lateral),Slight,Good,Motorcycle,JAWA,79
Olomouc,17.347535138192548,49.662358149836905,-1114571,-539470,30.09.2023,Third Class Road,Moving Vehicle Collision,From Side (T-bone),Slight,Good,Car,RENAULT,40
Olomouc,17.23005976287398,49.58556962659835,-1122233,-548758,02.10.2023,Local Road,Moving Vehicle Collision,From Side (T-bone),Slight,Good,Motorcycle,HONDA,59
Olomouc,17.24980940279553,49.59192776879022,-1121671,-547267,03.10.2023,Local Road,Moving Vehicle Collision,From Side (T-bone),Slight,Good,Motorcycle,HONDA,44
Olomouc,17.28785759247219,49.589531319890305,-1122208,-544556,05.10.2023,First Class Road,Moving Vehicle Collision,Side (Lateral),Slight,Good,Car,PEUGEOT,75
Olomouc,17.28785759247219,49.589531319890305,-1122208,-544556,05.10.2023,First Class Road,Moving Vehicle Collision,Side (Lateral),Slight,Good,Truck,PEUGEOT,23
Olomouc,17.188930617975466,49.613040419490595,-1118897,-551412,05.10.2023,Third Class Road,Moving Vehicle Collision,Side (Lateral),Serious,Good,Car,TOYOTA,38
Olomouc,17.2465440432447,49.58211997534454,-1122733,-547610,05.10.2023,First Class Road,Moving Vehicle Collision,Rear,Slight,Good,Car,RENAULT,35
Olomouc,17.46544210946951,49.578667299963804,-1124661,-531894,07.10.2023,Second Class Road,Moving Vehicle Collision,Rear,Slight,Good,Truck,VOLKSWAGEN,37
Olomouc,17.339452809167025,49.62836715786728,-1118276,-540421,07.10.2023,Third Class Road,Moving Vehicle Collision,Rear,Slight,Good,Motorcycle,SUZUKI,25
Olomouc,17.30367879729336,49.56929725947704,-1124560,-543639,07.10.2023,First Class Road,Moving Vehicle Collision,Frontal,Slight,Good,Car,MERCEDES,25
Olomouc,17.304975583162395,49.58947559037679,-1122336,-543325,11.10.2023,First Class Road,Moving Vehicle Collision,Rear,Slight,Good,Car,JEEP,57
Olomouc,17.304975583162395,49.58947559037679,-1122336,-543325,11.10.2023,First Class Road,Moving Vehicle Collision,Rear,Slight,Good,Car,VOLKSWAGEN,61
Olomouc,17.293203084547518,49.70166320453462,-1109836,-542943,12.10.2023,First Class Road,Moving Vehicle Collision,From Side (T-bone),Slight,Good,Car,ŠKODA,21
Olomouc,17.28437901869668,49.739460484413385,-1105590,-543162,13.10.2023,Third Class Road,Moving Vehicle Collision,Side (Lateral),Slight,Good,Motorcycle,APRILIA,40
Olomouc,17.319985742495454,49.74403585228086,-1105336,-540558,13.10.2023,First Class Road,Moving Vehicle Collision,From Side (T-bone),Slight,Good,Car,PEUGEOT,52
Olomouc,17.237350495124975,49.57582238790914,-1123364,-548341,14.10.2023,First Class Road,Moving Vehicle Collision,Rear,Slight,Good,Car,ŠKODA,32
Olomouc,17.27712878074799,49.59772227689391,-1121225,-545238,17.10.2023,First Class Road,Train Collision,Frontal,Slight,Good,Truck with Semi-trailer,SCANIA,65
Olomouc,17.1452788394439,49.58901099443116,-1121240,-554819,11.08.2023,Second Class Road,Moving Vehicle Collision,From Side (T-bone),Slight,Good,Car,CHEVROLET,32
Olomouc,17.224103137910102,49.68203592033851,-1111515,-548120,18.10.2023,Third Class Road,Moving Vehicle Collision,Side (Lateral),Slight,Good,Motorcycle,YAMAHA,58
Olomouc,17.278862111639253,49.60330968028279,-1120619,-545052,11.10.2023,First Class Road,Moving Vehicle Collision,Rear,Slight,Good,Car,VOLKSWAGEN,48
Olomouc,17.330378609151786,49.651496144967226,-1115652,-540821,21.10.2023,Third Class Road,Moving Vehicle Collision,Side (Lateral),Slight,Good,Motorcycle,HONDA,29
Olomouc,17.341315640191336,49.758288874105276,-1103909,-538873,25.10.2023,First Class Road,Moving Vehicle Collision,From Side (T-bone),Slight,Good,Car,PEUGEOT,37
Olomouc,17.262074626458062,49.54743203529126,-1126683,-546874,26.10.2023,Second Class Road,Moving Vehicle Collision,Frontal,Slight,Good,Car,VOLKSWAGEN,26
Olomouc,17.094941273827914,49.5858865684226,-1121219,-558475,01.11.2023,Second Class Road,Moving Vehicle Collision,Rear,Slight,Good,Car,VOLKSWAGEN,20
Olomouc,17.094941273827914,49.5858865684226,-1121219,-558475,01.11.2023,Second Class Road,Moving Vehicle Collision,Rear,Slight,Good,Car,VOLKSWAGEN,43
Olomouc,17.232137860780625,49.569493141396286,-1124027,-548786,31.10.2023,Second Class Road,Moving Vehicle Collision,Rear,Slight,Good,Car,HYUNDAI,38
Olomouc,17.07633691146785,49.67613350516357,-1111098,-558796,03.11.2023,Highway,Moving Vehicle Collision,Rear,Slight,Rain,Truck,FORD,35
Olomouc,17.290905632127966,49.58567050579997,-1122657,-544379,09.11.2023,First Class Road,Moving Vehicle Collision,From Side (T-bone),Slight,Good,Motorcycle,JAWA,43
Olomouc,17.213331965756712,49.66337318482875,-1113503,-549100,11.11.2023,Second Class Road,Moving Vehicle Collision,From Side (T-bone),Slight,Good,Car,PEUGEOT,26
Olomouc,17.227385609685534,49.57302516039804,-1123602,-549089,20.11.2023,Local Road,Moving Vehicle Collision,Side (Lateral),Slight,Good,Car,FORD,32
Olomouc,17.17283067855626,49.6235206826793,-1117621,-552453,20.11.2023,Highway,Moving Vehicle Collision,Rear,Slight,Rain,Truck,PEUGEOT,59
Olomouc,17.293017724874513,49.58284273035903,-1122985,-544258,21.11.2023,First Class Road,Moving Vehicle Collision,Frontal,Slight,Good,Car,HYUNDAI,66
Olomouc,17.060719519718994,49.71247303728516,-1106963,-559507,21.11.2023,Third Class Road,Moving Vehicle Collision,Frontal,Slight,Good,Car,AUDI,63
Olomouc,17.261131431639498,49.58178950321981,-1122874,-546564,23.11.2023,First Class Road,Moving Vehicle Collision,Frontal,Slight,Good,Car,ŠKODA,21
Olomouc,17.281465129403646,49.60620618347788,-1120317,-544833,29.11.2023,First Class Road,Moving Vehicle Collision,Rear,Slight,Good,Car,MAZDA,31
Olomouc,17.19587000452324,49.68440481054384,-1111050,-550121,30.11.2023,Second Class Road,Moving Vehicle Collision,Rear,Slight,Good,Car,ŠKODA,26
Olomouc,17.323880230898943,49.64727679295849,-1116073,-541334,02.12.2023,Third Class Road,Moving Vehicle Collision,From Side (T-bone),Slight,Snow,Car,AUDI,29
Olomouc,17.20439604685467,49.60825534270702,-1119538,-550353,15.12.2023,First Class Road,Moving Vehicle Collision,Rear,Slight,Good,Car,VOLKSWAGEN,55
Olomouc,17.20439604685467,49.60825534270702,-1119538,-550353,15.12.2023,First Class Road,Moving Vehicle Collision,Rear,Slight,Good,Car,TOYOTA,19
Olomouc,16.95156065470665,49.680257163556746,-1109722,-567707,21.12.2023,Third Class Road,Moving Vehicle Collision,From Side (T-bone),Slight,Light Rain,Car,RENAULT,61
Olomouc,17.222296482161163,49.60307531753656,-1120240,-549123,30.12.2023,First Class Road,Moving Vehicle Collision,Rear,Slight,Good,Car,KIA,51
Olomouc,17.58254311702209,49.52827890209907,-1131048,-523995,16.01.2023,Local Road,Moving Vehicle Collision,Frontal,Slight,Good,Motorcycle,YAMAHA,22
Olomouc,17.439763542493836,49.46425093387333,-1137147,-534971,25.01.2023,Local Road,Moving Vehicle Collision,From Side (T-bone),Slight,Good,Car,TOYOTA,68
Olomouc,17.42778800965917,49.4205524781546,-1141900,-536305,05.02.2023,Second Class Road,Moving Vehicle Collision,Frontal,Slight,Good,Car,PEUGEOT,26
Olomouc,17.423345110999385,49.47210142406441,-1136163,-536071,21.02.2023,First Class Road,Moving Vehicle Collision,Frontal,Slight,Good,Car,ŠKODA,49
Olomouc,17.6400250803528,49.53693513179499,-1130482,-519762,02.03.2023,First Class Road,Moving Vehicle Collision,Frontal,Slight,Good,Car,FIAT,52
Olomouc,17.6400250803528,49.53693513179499,-1130482,-519762,02.03.2023,First Class Road,Moving Vehicle Collision,Frontal,Slight,Good,Car,FORD,48
Olomouc,17.859073403601812,49.57601684169752,-1127620,-503580,05.03.2023,First Class Road,Moving Vehicle Collision,Frontal,Slight,Good,Car,ŠKODA,37
Olomouc,17.859073403601812,49.57601684169752,-1127620,-503580,05.03.2023,First Class Road,Moving Vehicle Collision,Frontal,Slight,Good,Car,MERCEDES,52
Olomouc,17.859073403601812,49.57601684169752,-1127620,-503580,05.03.2023,First Class Road,Moving Vehicle Collision,Frontal,Slight,Good,Car,SUZUKI,38
Olomouc,17.52073984999036,49.477589911026506,-1136234,-528987,07.03.2023,Second Class Road,Moving Vehicle Collision,Side (Lateral),Slight,Good,Car,VOLKSWAGEN,68
Olomouc,17.320553481177715,49.48667601548979,-1133824,-543326,28.03.2023,Second Class Road,Moving Vehicle Collision,Frontal,Slight,Snow,Car,VOLKSWAGEN,38
Olomouc,17.562505558498355,49.49712046574208,-1134360,-525768,28.03.2023,Second Class Road,Moving Vehicle Collision,From Side (T-bone),Slight,Good,Car,OPEL,41
Olomouc,17.459016946890284,49.45061484513351,-1138791,-533728,31.03.2023,Local Road,Moving Vehicle Collision,Frontal,Slight,Good,Car,PEUGEOT,47
Olomouc,17.44304916894831,49.45213600305396,-1138511,-534864,04.04.2023,First Class Road,Moving Vehicle Collision,Side (Lateral),Slight,Good,Car,RENAULT,63
Olomouc,17.44737643147028,49.449780550013685,-1138802,-534577,04.04.2023,First Class Road,Moving Vehicle Collision,From Side (T-bone),Slight,Good,Car,FORD,36
Olomouc,17.653256969481692,49.63567411858157,-1119639,-517779,08.04.2023,Second Class Road,Moving Vehicle Collision,From Side (T-bone),Slight,Good,Car,ŠKODA,24
Olomouc,17.44183790926303,49.46037089838908,-1137591,-534863,15.04.2023,Third Class Road,Moving Vehicle Collision,Rear,Slight,Good,Car,KIA,24
Olomouc,17.457866750384465,49.38050971809472,-1146543,-534562,20.04.2023,Second Class Road,Moving Vehicle Collision,From Side (T-bone),Slight,Good,Car,ŠKODA,27
Olomouc,17.38599357493764,49.489496712884836,-1133975,-538577,21.04.2023,First Class Road,Moving Vehicle Collision,From Side (T-bone),Slight,Good,Car,PEUGEOT,40
Olomouc,17.457183721762927,49.44084177239246,-1139860,-533965,25.04.2023,Local Road,Moving Vehicle Collision,Frontal,Slight,Good,Truck,IVECO,51
Olomouc,17.457183721762927,49.44084177239246,-1139860,-533965,25.04.2023,Local Road,Moving Vehicle Collision,Frontal,Slight,Good,Car,FORD,38
Olomouc,17.582132792831956,49.52614895286871,-1131281,-524047,28.04.2023,Second Class Road,Moving Vehicle Collision,Rear,Slight,Good,Motorcycle,DERBI,17
Olomouc,17.49635619583068,49.47870081267697,-1135942,-530734,30.04.2023,Third Class Road,Moving Vehicle Collision,Frontal,Slight,Good,Car,ŠKODA,45
Olomouc,17.49635619583068,49.47870081267697,-1135942,-530734,30.04.2023,Third Class Road,Moving Vehicle Collision,Frontal,Slight,Good,Car,VOLKSWAGEN,46
Olomouc,17.730155291840376,49.572135384933745,-1127193,-512904,04.05.2023,Second Class Road,Moving Vehicle Collision,From Side (T-bone),Slight,Good,Car,ŠKODA,34
Olomouc,17.730155291840376,49.572135384933745,-1127193,-512904,04.05.2023,Second Class Road,Moving Vehicle Collision,From Side (T-bone),Slight,Good,Car,ŠKODA,26
Olomouc,17.747930447618586,49.53402784972906,-1131532,-512016,17.05.2023,First Class Road,Moving Vehicle Collision,Rear,Slight,Rain,Car,RENAULT,32
Olomouc,17.50724473463265,49.55949035358532,-1127074,-529089,17.05.2023,Second Class Road,Moving Vehicle Collision,Rear,Slight,Rain,Car,ŠKODA,55
Olomouc,17.29754850819723,49.326775886899924,-1151356,-546735,18.05.2023,First Class Road,Moving Vehicle Collision,From Side (T-bone),Slight,Good,Car,ŠKODA,45
Olomouc,17.29754850819723,49.326775886899924,-1151356,-546735,18.05.2023,First Class Road,Moving Vehicle Collision,From Side (T-bone),Slight,Good,Car,CITROEN,44
Olomouc,17.426092958275046,49.47124559070474,-1136277,-535882,21.05.2023,Local Road,Moving Vehicle Collision,Side (Lateral),Slight,Good,Car,VOLKSWAGEN,47
Olomouc,17.445841789161726,49.450596024691926,-1138701,-534679,29.05.2023,First Class Road,Moving Vehicle Collision,Side (Lateral),Slight,Good,Car,FORD,18
Olomouc,17.825161708864115,49.53722734569484,-1131692,-506417,03.06.2023,First Class Road,Moving Vehicle Collision,Rear,Slight,Good,Motorcycle,KAWASAKI,24
Olomouc,17.44591042948168,49.45060036260208,-1138701,-534674,04.06.2023,Second Class Road,Moving Vehicle Collision,Side (Lateral),Slight,Good,Car,VOLKSWAGEN,36
Olomouc,17.630583001344974,49.452267869431566,-1139792,-521328,16.06.2023,Third Class Road,Moving Vehicle Collision,Frontal,Slight,Good,Car,TOYOTA,68
Olomouc,17.813613623049676,49.5386310927799,-1131460,-507235,18.06.2023,Third Class Road,Moving Vehicle Collision,From Side (T-bone),Slight,Good,Car,KIA,57
Olomouc,17.411364190547534,49.4779639348064,-1135430,-536872,20.06.2023,First Class Road,Moving Vehicle Collision,Frontal,Slight,Good,Car,SUZUKI,45
Olomouc,17.453643227598626,49.398537112787075,-1144518,-534674,20.06.2023,First Class Road,Moving Vehicle Collision,Rear,Slight,Good,Car,VOLKSWAGEN,49
Olomouc,17.453643227598626,49.398537112787075,-1144518,-534674,20.06.2023,First Class Road,Moving Vehicle Collision,Rear,Slight,Good,Car,HYUNDAI,33
Olomouc,17.482602132919727,49.52413458356216,-1130817,-531241,25.06.2023,Third Class Road,Moving Vehicle Collision,Frontal,Slight,Good,Car,ŠKODA,20
Olomouc,17.436234016407326,49.45807411469154,-1137806,-535292,11.07.2023,First Class Road,Moving Vehicle Collision,From Side (T-bone),Slight,Good,Car,ŠKODA,46
Olomouc,17.807244028402927,49.59744800783053,-1124904,-507094,30.07.2023,First Class Road,Moving Vehicle Collision,From Side (T-bone),Slight,Good,Car,ŠKODA,48
Olomouc,17.72790757190728,49.548474470234076,-1129798,-513310,31.07.2023,First Class Road,Moving Vehicle Collision,Frontal,Serious,Good,Car,TOYOTA,23
Olomouc,17.540532196567582,49.50301575034541,-1133556,-527290,09.08.2023,Third Class Road,Moving Vehicle Collision,Side (Lateral),Slight,Good,Car,ŠKODA,22
Olomouc,17.540532196567582,49.50301575034541,-1133556,-527290,09.08.2023,Third Class Road,Moving Vehicle Collision,Side (Lateral),Slight,Good,Car,FIAT,63
Olomouc,17.445830722593016,49.45057725694158,-1138703,-534680,09.08.2023,First Class Road,Moving Vehicle Collision,From Side (T-bone),Slight,Good,Car,ŠKODA,42
Olomouc,17.47972450654633,49.38082271560102,-1146661,-532979,11.08.2023,Second Class Road,Moving Vehicle Collision,Rear,Slight,Good,Car,ŠKODA,24
Olomouc,17.403198306761286,49.48166459080737,-1134963,-537421,14.08.2023,First Class Road,Moving Vehicle Collision,Rear,Slight,Good,Car,CITROEN,27
Olomouc,17.497025579185234,49.56605049957987,-1126277,-529755,16.08.2023,Second Class Road,Moving Vehicle Collision,From Side (T-bone),Slight,Good,Car,ŠKODA,49
Central Bohemia,17.43637785703511,49.45831810674971,-1137780,-535279,11.08.2023,First Class Road,Moving Vehicle Collision,Side (Lateral),Slight,Good,Car,ŠKODA,36
Olomouc,17.86811304808876,49.52953971017469,-1132827,-503399,20.08.2023,Third Class Road,Moving Vehicle Collision,From Side (T-bone),Slight,Good,Motorcycle,YAMAHA,53
Olomouc,17.807186992124493,49.595105926983116,-1125163,-507122,21.08.2023,First Class Road,Moving Vehicle Collision,Frontal,Slight,Good,Car,PEUGEOT,69
Olomouc,17.883091619451186,49.524506019017245,-1133483,-502370,01.08.2023,First Class Road,Moving Vehicle Collision,Side (Lateral),Slight,Rain,Car,ŠKODA,56
Olomouc,17.694250206322593,49.5468263838592,-1129754,-515752,25.08.2023,First Class Road,Moving Vehicle Collision,Side (Lateral),Slight,Good,Motorcycle,PEUGEOT,68
